Pairwise_Similarity	Query	Target
0.74	5078	20267
0.71	5078	19652
0.75	5078	1771
0.77	5078	19854
0.76	5078	7875
0.7	5078	5644
0.84	5078	18645
0.75	5078	6281
0.74	5078	1791
0.74	5078	10698
0.74	5078	9297
0.76	5078	5507
0.85	5078	21442
0.72	5078	9691
0.79	5078	14733
0.94	5078	17186
0.77	5078	7957
0.73	5078	19729
0.88	621	618
0.94	621	22079
0.92	621	6192
0.94	621	2072
0.98	621	630
0.74	22773	14013
0.99	22773	15282
0.99	22773	2849
0.98	22773	3055
0.98	22773	15308
1.0	22773	16185
0.99	22773	18773
0.99	22773	16181
0.97	22773	18772
0.98	11925	1093
0.76	11925	849
0.71	11925	90
0.83	11925	1950
0.72	10294	10786
0.99	10294	10931
0.72	10294	5342
0.71	10294	18603
0.72	10294	11139
0.9	10294	12153
0.73	10294	10302
0.94	6258	63
0.94	6258	249
0.81	6258	8751
0.88	8984	9032
0.93	8984	6264
0.99	14873	16818
0.96	14873	14840
0.92	14873	22890
0.97	14873	16281
0.82	14873	23260
0.98	14873	18688
0.97	14873	15531
0.94	14873	2831
0.97	2293	2273
0.98	2293	7456
0.98	2293	10214
0.98	2293	2182
0.98	2293	2317
0.92	2293	7822
0.81	23460	8307
0.9	23460	4661
0.74	23460	2731
0.95	1909	9949
0.74	1909	9836
0.96	1909	23509
0.96	1909	12192
0.95	1909	14925
0.89	1909	856
0.95	20228	19937
1.0	12581	13913
0.97	15417	4557
0.9	15417	3407
0.94	15417	14552
0.95	15417	14637
0.93	15417	2572
0.95	15417	4665
0.95	15417	18197
0.99	15417	22578
0.97	15417	11617
0.95	15417	14657
0.98	15417	5624
0.97	15417	4687
0.95	15417	18194
0.78	4875	7661
0.96	4875	20916
0.99	3182	8206
0.79	3182	753
0.83	3182	3185
0.94	3182	16229
0.84	3182	23778
0.99	3182	3181
0.9	3182	23222
0.73	18364	5606
0.77	18364	15816
0.78	18364	5464
0.8	18364	6785
0.72	22469	8480
0.71	22469	21856
0.88	8940	3791
0.91	8940	8944
0.89	8940	22374
0.78	7909	14278
0.82	7909	1019
0.87	7909	1590
0.99	23409	506
0.98	23409	9988
0.99	23409	9992
0.99	23409	9987
0.77	10490	15506
0.92	7585	9139
0.93	1131	499
0.92	1131	2257
0.93	1131	5763
0.94	1131	18768
0.88	1131	3037
0.93	1131	18770
0.92	1131	4951
0.94	1131	10193
0.95	1131	2754
0.92	1131	1851
0.93	1131	477
0.94	12526	6923
0.76	6009	3724
0.84	6009	5964
0.75	6009	15078
0.72	6009	11176
0.76	6009	3600
0.8	6009	13225
0.82	6009	20633
0.78	6009	13205
0.77	6009	5121
0.77	6009	3727
0.82	6009	2926
0.7	6009	1539
0.86	6009	3456
0.77	6009	1037
0.72	6009	9983
0.93	6009	3683
0.73	6009	2367
0.84	6009	3917
0.7	6009	2953
0.72	6009	18769
0.83	6009	14424
0.96	6009	4126
0.98	13812	9323
0.91	21930	784
0.92	21930	9295
0.87	2982	23462
0.75	2982	21973
0.7	2982	1708
0.9	2982	2992
0.72	2982	11950
0.72	2982	5565
0.73	2982	1771
0.71	2982	4554
0.87	2982	3423
0.71	2982	7875
0.88	2982	5644
0.74	2982	9697
0.72	2982	6281
0.72	2982	1791
0.75	2982	10698
0.87	2982	3415
0.73	2982	1754
0.7	2982	5507
0.75	2982	9006
0.88	2982	355
0.73	2982	14733
0.71	2982	7957
0.85	3265	12732
0.86	23462	21973
0.78	23462	1708
0.71	23462	1641
0.75	23462	603
0.73	23462	716
0.73	23462	2618
0.76	23462	20267
0.94	23462	2992
0.74	23462	11950
0.77	23462	5565
0.75	23462	12195
0.7	23462	19652
0.81	23462	1771
0.71	23462	12067
0.75	23462	15894
0.77	23462	4554
0.94	23462	3423
0.75	23462	19854
0.7	23462	6125
0.79	23462	7875
0.96	23462	5644
0.8	23462	9697
0.71	23462	18645
0.84	23462	6281
0.8	23462	1791
0.85	23462	10698
0.94	23462	3415
0.79	23462	1754
0.78	23462	5507
0.84	23462	9006
0.99	23462	355
0.75	23462	9691
0.81	23462	14733
0.71	23462	17186
0.81	23462	7957
0.77	23462	19729
0.94	375	22929
0.99	375	3022
0.85	21600	22167
0.97	12842	64
0.93	12842	23
0.93	12842	3388
0.96	12842	3167
0.91	12842	14849
0.94	12842	12
0.97	12842	14838
0.82	12842	3262
0.95	12842	16801
0.71	2300	11030
0.85	2300	16738
0.88	2300	10356
0.9	2300	9789
0.99	2300	2289
0.86	2300	2829
0.87	2300	2310
0.82	2300	2308
0.87	2300	709
0.79	2300	2307
0.89	5505	5280
0.88	5505	5367
0.8	6953	6602
0.94	6953	6888
0.72	9604	1480
0.79	9256	16071
0.85	9256	4686
0.92	9256	4462
0.97	11823	10786
0.96	11823	5342
0.71	11823	12025
0.73	11823	18603
0.98	11823	10352
1.0	16848	18255
0.74	16848	2091
0.91	16848	2095
0.94	16848	3046
0.78	16848	21804
0.88	16848	557
0.89	4627	6950
0.76	21875	603
0.79	21875	716
0.78	21875	2618
0.74	21875	6210
0.73	21875	10546
0.73	21875	5565
0.77	21875	12195
0.81	21875	12067
0.77	21875	6146
0.71	21875	16037
0.73	21875	4554
0.74	21875	6171
0.83	21875	12681
0.78	21875	6125
0.73	21875	6322
0.75	21875	6048
0.74	21875	9006
0.97	21875	11904
0.75	21875	6312
0.7	21875	11168
0.78	21875	20971
0.73	21875	18787
0.97	23713	3517
0.95	23713	8476
0.99	23713	6451
0.97	23713	3555
0.98	17692	16002
0.9	16621	20694
0.81	16621	7466
0.98	17302	16262
0.98	17302	14702
0.99	17302	3082
0.98	17302	16792
0.99	17302	2030
0.98	17302	14782
0.7	17302	14572
0.7	17302	16773
0.84	3017	21999
0.78	3017	4676
0.71	4492	10861
0.7	4492	10713
0.86	4492	6106
0.73	4492	12191
0.88	10388	11453
0.95	21694	21726
0.95	21694	11425
0.91	21694	21623
1.0	21694	21718
0.94	23781	14875
0.93	23781	3117
0.98	23781	16269
0.94	23781	22840
0.93	23781	22842
0.94	23781	3196
0.96	23781	3096
0.8	7128	4262
0.88	15982	16073
0.92	15982	17819
0.74	15982	23542
0.92	15982	16129
0.95	15982	17703
0.96	15982	15981
0.96	7278	7594
0.93	7278	10140
0.94	23811	23812
0.98	23811	23165
0.85	23811	18055
0.94	23811	23166
0.97	9163	13058
0.98	9163	3592
0.95	9163	337
0.74	7737	10425
0.97	7737	8562
0.99	7737	11910
0.8	7737	18753
0.82	7737	18604
0.74	7737	13576
0.82	7737	22125
0.82	7737	11062
0.74	7737	13496
0.87	17689	23523
1.0	452	3619
0.98	452	2830
0.97	452	2542
0.93	452	4054
0.7	15216	3840
0.9	3984	5834
0.74	3984	2298
0.78	3984	11175
0.84	3984	11046
0.89	3984	21161
0.86	3984	19948
0.98	5656	15732
0.99	5656	1220
0.99	5656	897
0.84	1987	333
0.88	1987	347
0.84	1987	320
0.76	1987	364
0.86	1987	306
0.98	17127	22889
0.98	17127	16966
1.0	18756	17265
0.96	20802	16114
0.99	20802	6951
0.98	20802	10060
0.97	18448	4580
0.96	18448	4735
0.96	18448	18648
0.96	18448	8127
0.98	18448	4539
0.99	18448	16825
0.94	6801	4137
0.94	6801	653
0.98	6801	2055
0.77	6801	18537
0.85	6801	16147
0.98	6801	2051
0.76	6801	473
0.99	6801	13165
0.81	11234	22911
0.72	11234	6743
1.0	11848	10844
0.74	6519	3753
0.98	6519	18792
1.0	6519	3682
0.98	6519	4122
0.74	6519	21116
0.7	6519	5036
0.93	14139	14198
0.89	20159	6387
0.81	20159	16083
0.9	20159	1512
0.85	20159	18402
0.86	20159	18800
0.85	20159	23442
0.86	20159	18803
0.95	20159	18132
0.83	20159	14572
0.86	20159	13795
0.93	20159	11618
0.84	20159	16773
0.99	6336	9512
0.89	21999	4676
0.96	11483	4389
0.96	11483	16794
0.75	4541	6793
0.98	13778	13829
0.97	6555	4008
0.84	6555	21034
0.99	11329	11533
0.99	11329	11248
0.95	14768	3360
0.91	14768	14301
0.75	14768	14646
0.75	14768	14524
0.91	14768	3356
0.84	23456	11020
0.83	23456	17899
0.71	23456	12022
0.96	23456	10563
0.95	23456	14523
0.74	23456	10630
0.7	23456	5821
0.9	23456	21126
0.97	23456	13781
0.83	23456	11039
0.81	23456	21432
0.97	23456	12045
0.97	23456	11963
0.82	23456	21581
0.93	23456	11701
0.83	23456	21486
0.7	5504	5636
0.98	21915	11397
0.95	21915	22202
0.97	16192	2819
0.83	16192	21028
0.84	16192	3640
0.84	16192	3484
0.94	16192	22631
0.83	16192	8455
0.83	16192	817
0.93	28	10763
0.84	28	23905
0.93	28	10654
0.78	28	15325
0.87	16991	23455
0.87	16991	15602
0.85	16646	7712
0.75	16646	5650
0.75	16646	3924
0.9	3115	2596
0.91	3115	786
0.91	3115	2063
0.94	20388	20085
0.99	13780	22902
1.0	13780	9036
0.91	9084	20535
0.86	4227	4282
0.93	4227	4560
0.89	4227	10501
0.92	4227	6414
0.89	4227	6196
0.96	18094	18096
0.96	18094	18105
0.84	11507	21707
0.9	11507	2110
0.86	11507	12276
0.74	2957	2649
0.71	2957	1170
0.73	2957	2880
0.74	2957	10435
0.7	2957	1491
0.86	2957	16682
0.74	2957	11930
0.75	2957	12318
0.73	2957	10189
0.78	2957	20709
0.75	2957	9809
0.93	2957	10224
0.75	2957	4600
0.99	8930	21380
0.94	3841	6291
0.86	3841	3618
0.83	3841	18167
0.81	3841	7195
0.84	3841	6485
0.99	14843	14810
0.79	20544	20543
0.97	14875	3117
0.93	14875	16269
0.98	14875	22840
0.98	14875	22842
0.99	14875	3196
0.98	14875	3096
0.74	171	6287
0.92	3117	16269
0.97	3117	22840
0.97	3117	22842
0.97	3117	3196
0.96	3117	3096
0.92	5899	19073
0.93	5899	19092
0.86	12861	12882
0.76	15813	15502
0.8	15813	17128
0.91	16263	16183
0.87	5593	23426
0.86	5593	4736
0.97	11020	17899
0.73	11020	1507
0.73	11020	9646
0.89	11020	10563
0.71	11020	1763
0.84	11020	14523
0.7	11020	7939
0.71	11020	5821
0.88	11020	21126
0.72	11020	23151
0.86	11020	13781
0.97	11020	11039
0.73	11020	1605
0.97	11020	21432
0.76	11020	8920
0.85	11020	12045
0.88	11020	11963
0.98	11020	21581
0.89	11020	11701
0.99	11020	21486
0.9	5571	22219
0.93	5571	23441
0.88	5571	2899
0.9	5571	16249
0.94	4557	3407
0.91	4557	14552
0.92	4557	14637
0.93	4557	2572
0.96	4557	4665
0.92	4557	18197
0.96	4557	22578
0.97	4557	11617
0.93	4557	14657
0.96	4557	5624
0.96	4557	4687
0.92	4557	18194
0.99	20378	17020
0.91	20378	19094
0.99	20378	19522
0.97	16262	14702
0.97	16262	3082
0.97	16262	16792
0.98	16262	2030
0.97	16262	14782
0.7	16262	14572
0.7	16262	16773
0.88	10439	11030
0.83	10439	15295
0.95	10439	807
0.95	6616	6642
0.94	6616	6577
0.79	21973	1708
0.71	21973	1641
0.83	21973	603
0.83	21973	716
0.83	21973	2618
0.81	21973	20267
0.81	21973	2992
0.77	21973	5565
0.83	21973	12195
0.7	21973	19652
0.74	21973	1771
0.8	21973	12067
0.84	21973	15894
0.79	21973	4554
0.87	21973	3423
0.79	21973	19854
0.76	21973	6125
0.81	21973	7875
0.88	21973	5644
0.72	21973	9697
0.74	21973	18645
0.99	21973	6281
0.73	21973	1791
0.98	21973	10698
0.87	21973	3415
0.7	21973	1754
0.79	21973	5507
0.74	21973	21442
0.88	21973	9006
0.7	21973	95
0.88	21973	355
0.78	21973	9691
0.75	21973	14733
0.77	21973	17186
0.73	21973	20971
0.81	21973	7957
0.8	21973	19729
0.99	18096	18105
0.93	17876	4320
0.88	17876	4228
0.7	17876	12034
0.85	17876	19096
0.97	17876	19173
0.73	17876	12074
0.92	17876	4229
0.73	17899	1507
0.72	17899	9646
0.89	17899	10563
0.7	17899	1763
0.83	17899	14523
0.7	17899	7939
0.71	17899	5821
0.87	17899	21126
0.72	17899	23151
0.86	17899	13781
0.99	17899	11039
0.74	17899	1605
0.94	17899	21432
0.76	17899	8920
0.84	17899	12045
0.89	17899	11963
0.96	17899	21581
0.89	17899	11701
0.98	17899	21486
0.98	191	23934
1.0	191	192
0.99	191	6984
0.99	191	8277
0.99	191	4510
0.7	191	8812
0.97	18665	17101
0.82	18665	23201
0.95	18665	15316
0.92	3098	3107
0.91	3098	2066
0.76	18129	3697
0.72	18129	23817
0.7	3737	8900
0.71	3737	10464
0.73	3737	4053
0.74	3737	5564
0.71	3737	10444
0.97	3737	4072
0.73	3737	3643
0.7	3737	8951
0.75	3737	8932
0.8	3737	21635
0.87	3737	9788
0.74	3737	18184
0.87	3737	2162
0.76	3737	659
0.7	3737	10812
0.74	3737	14611
0.71	3737	10332
0.73	3737	8826
0.72	3737	4161
0.7	3737	9939
0.72	3737	14354
0.9	3737	9784
0.73	3737	11785
0.74	3737	7779
0.89	3737	9779
0.71	3737	8465
0.85	4008	21034
0.97	19810	19767
0.71	1708	1641
0.79	1708	603
0.79	1708	716
0.8	1708	2618
0.92	1708	20267
0.75	1708	2992
0.71	1708	5565
0.79	1708	12195
0.7	1708	19652
0.73	1708	1771
0.73	1708	12067
0.73	1708	15894
0.71	1708	4554
0.76	1708	3423
0.84	1708	19854
0.77	1708	6125
0.89	1708	7875
0.78	1708	5644
0.72	1708	18645
0.78	1708	6281
0.71	1708	1791
0.79	1708	10698
0.74	1708	3415
0.85	1708	5507
0.71	1708	21442
0.8	1708	9006
0.79	1708	355
0.92	1708	9691
0.76	1708	14733
0.73	1708	17186
0.85	1708	7957
0.93	1708	19729
0.93	12393	12477
0.98	15732	1220
0.98	15732	897
0.72	23455	13722
0.87	23455	15602
0.73	10786	10931
0.99	10786	5342
0.7	10786	12025
0.75	10786	18603
0.73	10786	12153
0.97	10786	10352
0.73	10786	5529
0.71	10529	6930
0.75	16459	11362
0.72	16459	10546
0.71	16459	12067
0.71	16459	21353
0.98	15429	13614
0.99	15429	15472
0.99	15429	13702
0.82	15429	17399
0.98	12275	12273
0.98	15188	11120
0.96	15188	11418
0.87	5106	4478
0.83	5106	4888
0.95	5106	9156
0.87	11725	5348
0.85	4477	4721
0.91	4477	6047
0.78	4477	8913
0.85	4477	4608
0.71	4477	7554
0.83	4477	8919
0.9	4477	3590
0.8	10319	16967
0.72	10319	19905
0.72	4011	6606
0.97	6440	17389
0.97	6440	8829
0.92	10690	21612
0.82	21352	21363
0.99	11510	22288
0.92	11510	5
0.95	11510	3304
0.86	11510	73
0.94	11510	22460
0.97	11510	3061
0.93	11510	317
0.86	5912	23863
0.97	7809	329
0.98	7809	339
0.96	7809	11467
0.98	7809	508
0.98	7809	336
0.98	7809	341
0.88	4219	6757
0.93	1179	1206
0.82	7329	6266
0.88	7329	20703
0.79	15100	15295
0.95	18780	18765
1.0	18780	15474
0.95	7113	3406
0.98	7113	18550
0.99	7113	3821
0.98	7113	3402
0.95	7113	211
0.99	7113	241
0.93	7113	459
0.77	16492	5565
0.74	16492	12067
0.78	16492	4554
0.89	16492	10042
0.71	16492	20971
0.97	13027	12957
0.96	13027	14012
0.99	8890	5391
0.82	8890	9158
0.89	8890	6703
1.0	3105	14844
1.0	3105	14862
0.99	3105	16280
0.99	3105	673
0.98	3105	3090
0.96	3105	9336
0.98	3105	674
0.98	3105	23526
0.98	3105	3099
0.76	5726	1535
0.8	7013	11864
0.81	7013	14635
0.98	7013	23502
0.83	930	2038
0.86	930	3889
0.85	930	5115
0.85	930	5745
0.91	930	114
0.94	930	118
0.88	930	107
0.71	930	4438
0.85	17848	23680
0.81	3407	14552
0.83	3407	14637
0.86	3407	2572
0.94	3407	4665
0.84	3407	18197
0.88	3407	22578
0.93	3407	11617
0.84	3407	14657
0.89	3407	5624
0.9	3407	4687
0.83	3407	18194
0.95	10545	10605
1.0	2483	2470
0.96	2483	1202
0.97	2483	2500
0.86	19360	20019
0.92	1995	678
0.98	2480	2612
0.98	2480	2615
0.99	2480	428
0.95	2480	14923
0.7	15969	8247
0.77	20767	12938
0.87	20767	23875
0.95	20767	20771
0.92	20767	11345
0.86	20767	16093
0.93	20767	6373
0.8	4616	4592
0.94	4616	21890
0.76	5060	22237
0.8	5060	10511
0.71	1641	20267
0.99	1641	19652
0.76	1641	1771
0.7	1641	3423
0.75	1641	19854
0.78	1641	7875
0.71	1641	5644
0.71	1641	18645
0.75	1641	1791
0.7	1641	10698
0.71	1641	3415
0.71	1641	9297
0.78	1641	5507
0.75	1641	21442
0.93	1641	19830
0.71	1641	355
0.77	1641	14733
0.75	1641	17186
0.79	1641	7957
0.71	1641	19729
0.81	4831	3881
0.77	4831	8755
0.86	4831	3563
0.77	2405	2222
0.87	7368	8902
0.81	7368	7214
0.98	7368	7548
0.91	16791	8024
0.73	7663	4424
0.97	11401	9990
0.98	11401	271
0.97	11401	279
0.9	4137	653
0.93	4137	2055
0.84	4137	18537
0.85	4137	16147
0.95	4137	2051
0.79	4137	473
0.94	4137	13165
1.0	3054	212
1.0	3054	3053
1.0	3054	3303
1.0	3054	16648
1.0	3054	195
1.0	3054	2925
0.87	22667	2835
0.84	1240	1258
0.76	7811	20181
0.79	10782	21454
0.97	7452	7350
0.97	19263	20231
0.95	19263	13766
0.86	19263	6988
0.93	19263	8099
0.74	576	20307
0.82	576	14149
0.96	576	583
0.7	576	14786
0.94	576	254
0.8	576	20308
0.78	576	15062
0.84	576	17040
0.99	576	577
0.8	576	862
0.86	576	2439
0.78	576	22064
0.84	9122	7514
0.93	9122	3656
0.83	9122	7009
0.83	9122	14470
0.87	9122	14673
0.93	9122	3653
0.84	7813	20257
0.76	11464	9326
0.98	11464	17165
0.99	11464	23056
0.94	531	541
0.71	13054	5923
0.93	19212	19561
0.98	19212	20374
0.76	14943	9931
0.8	14943	8620
0.76	14943	1507
0.8	14943	5020
0.88	14943	14949
0.74	14943	9646
0.99	14943	5623
0.75	14943	1763
0.92	14943	4764
0.77	14943	7939
0.77	14943	9587
0.74	14943	23151
0.72	14943	20826
1.0	14943	5897
0.76	14943	1605
0.91	14943	23580
1.0	14943	4459
0.76	14943	8920
0.71	14943	20829
0.87	14943	8280
0.92	14943	14578
0.79	14943	14476
0.8	14943	9457
0.84	6391	22966
0.82	6391	18775
0.84	6391	18776
0.87	6391	3075
0.83	6391	18774
0.88	6391	3076
0.86	6391	8220
0.72	6391	10225
0.85	6391	3058
0.79	6391	3073
0.94	6391	3078
0.8	22365	6303
0.93	3648	15179
0.71	3648	2009
0.94	3648	3042
0.98	3648	8330
0.7	3648	3038
0.92	3648	17834
0.99	3648	3655
0.71	3648	6
0.99	3648	7627
0.71	3648	8
0.95	3648	18705
0.99	8853	3839
0.99	8853	7492
0.84	2038	3889
0.71	2038	1444
0.97	2038	5115
0.98	2038	5745
0.75	2038	114
0.74	2038	8437
0.9	2038	118
0.82	2038	107
0.75	2038	4438
0.76	1189	11009
0.81	8377	5394
0.74	12655	22439
0.71	12655	13055
0.88	12655	14738
0.82	11237	497
0.98	7494	7345
0.94	7494	20506
0.98	7124	20717
0.94	7124	7478
0.94	7124	7346
0.96	6095	5781
0.7	15385	12120
0.76	15385	21402
0.81	15385	5821
0.78	15385	6145
0.97	15385	16011
0.92	603	716
0.93	603	2618
0.79	603	20267
0.73	603	2992
0.76	603	6210
0.76	603	5565
0.97	603	12195
0.81	603	12067
0.8	603	15894
0.75	603	4554
0.76	603	6171
0.77	603	3423
0.71	603	19854
0.73	603	7931
0.84	603	6125
0.75	603	7875
0.77	603	5644
0.82	603	6281
0.83	603	10698
0.77	603	3415
0.75	603	6322
0.76	603	6048
0.74	603	5507
0.88	603	9006
0.74	603	95
0.76	603	355
0.77	603	11904
0.77	603	9691
0.7	603	8406
0.77	603	6312
0.71	603	8408
0.78	603	20971
0.76	603	7957
0.8	603	19729
0.96	399	529
0.97	399	407
0.72	399	532
0.91	12317	22061
0.95	12317	21688
0.76	23705	7570
1.0	1312	5082
0.99	1312	1264
1.0	17064	15201
0.86	17064	5269
0.98	22966	18775
0.98	22966	18776
0.93	22966	3075
0.97	22966	18774
0.91	22966	3076
0.99	22966	8220
0.89	22966	10225
0.94	22966	3058
0.79	22966	3073
0.82	22966	3078
0.97	22087	21756
0.98	22087	22287
0.99	13335	10398
0.97	13335	10374
0.98	13335	10642
0.76	6053	3881
0.98	13058	3592
0.96	13058	337
0.72	23841	11351
0.84	23841	1057
0.77	23841	3000
0.8	23841	12334
0.84	23841	1008
0.91	10819	9984
0.78	10819	19584
0.72	10819	8401
0.97	3464	308
0.92	3464	846
0.75	3464	2600
0.96	3464	845
0.98	3464	14888
0.98	22739	16702
0.7	22739	15033
0.83	618	22079
0.84	618	6192
0.79	618	2072
0.83	618	630
0.94	3776	4916
0.83	3776	8741
0.88	12353	2093
0.83	12353	1140
0.71	12353	1135
0.82	12353	19849
0.8	12353	1146
0.95	12353	12359
0.73	20662	4092
0.77	20662	4184
0.78	20662	9967
0.99	1927	14581
0.79	1927	18643
0.76	1927	6353
0.75	1927	14801
0.98	1927	4301
0.71	14162	13030
0.76	9931	5623
0.74	9931	4764
0.99	9931	9587
0.77	9931	5897
0.81	9931	7858
0.75	9931	23580
0.76	9931	4459
0.76	9931	8280
0.78	9931	14578
0.9	1557	1648
0.89	1557	10233
0.86	1557	1785
0.73	1557	654
0.82	264	310
0.9	264	446
0.91	264	447
0.92	6263	17661
0.92	6263	8807
0.87	6263	23306
0.85	6602	6888
0.98	23426	4736
0.98	739	2791
0.99	739	794
0.75	739	21022
0.96	739	6304
0.99	11043	11809
0.77	11043	8565
0.79	11043	6331
0.8	11043	6214
0.82	11043	6010
0.86	10736	8952
0.79	10736	8951
0.76	17410	10897
0.71	17410	10697
0.8	9934	9529
0.93	11586	14926
0.71	11586	16785
0.88	11586	11587
0.81	11586	4489
0.98	21256	19148
0.77	21256	7474
0.98	21256	14975
0.95	21256	20448
0.72	11733	5640
0.79	11733	16571
0.87	13600	13871
0.88	3070	16618
0.93	3070	5735
0.99	3070	3068
0.95	3070	2858
1.0	3070	2988
0.99	3070	2350
0.94	3070	2365
0.74	9807	2649
0.73	9807	2880
0.73	9807	10435
0.73	9807	11930
0.73	9807	10189
0.72	9807	9809
0.71	9807	16853
0.7	19329	19454
0.71	20038	2530
0.8	20038	5974
0.87	321	20926
0.95	23795	17739
0.93	23795	7326
0.94	16818	14840
0.94	16818	22890
0.98	16818	16281
0.83	16818	23260
0.98	16818	18688
0.98	16818	15531
0.95	16818	2831
0.97	14702	3082
0.99	14702	16792
0.98	14702	2030
0.7	14702	18402
0.99	14702	14782
0.71	14702	14572
0.71	14702	16773
0.72	1387	1813
0.79	20320	19879
0.92	11988	2212
0.72	11988	1012
0.99	11988	22007
0.97	11988	9321
0.92	18512	14108
0.76	18976	18527
0.7	3947	16124
0.85	3947	16052
0.96	3947	5366
0.88	3947	12339
0.97	3947	6508
0.93	3947	15926
0.73	16450	5548
0.99	14178	14666
0.91	6768	8381
0.74	4232	7021
0.81	4232	21689
0.78	4232	8403
0.8	11030	15295
0.87	11030	807
0.99	14845	4456
0.85	14845	18852
0.94	10139	4163
0.7	10139	3794
0.92	10139	11694
0.71	10139	11707
0.86	10139	16816
0.94	10139	4441
0.99	15064	6415
1.0	15064	6403
0.92	15064	13146
0.98	15064	18198
0.94	22712	12362
0.75	17110	6091
0.95	9150	8863
0.8	3283	410
0.88	3283	517
0.86	22904	12286
0.95	8918	3745
0.84	22439	13055
0.73	1093	259
0.72	1093	2250
0.82	1093	849
0.79	1093	90
0.9	1093	1950
0.73	1093	161
0.95	7468	9099
0.96	7468	9054
0.8	7468	5302
0.8	7468	1326
0.86	20031	2253
0.88	20031	472
0.87	20031	2506
0.87	20031	17351
0.89	20031	223
0.79	20031	2252
0.94	20031	19377
0.97	17455	22906
0.87	17455	22888
0.95	17455	18208
0.98	17455	22907
0.84	20832	4189
0.99	5280	5367
0.83	15880	15821
0.85	2679	23964
0.92	2679	523
0.94	2679	3110
0.99	7103	6523
0.98	7103	7535
0.71	22173	9433
0.97	769	21002
0.96	769	18259
0.99	769	2092
1.0	6364	3529
1.0	6364	6327
1.0	6364	6406
1.0	6364	20456
1.0	6364	8688
1.0	6364	6003
0.9	22512	6858
1.0	8545	13765
0.99	8545	8654
1.0	8545	4642
0.99	8545	22915
0.8	8545	14971
1.0	8545	13628
0.74	4670	4206
0.97	18775	18776
0.92	18775	3075
0.96	18775	18774
0.9	18775	3076
0.98	18775	8220
0.9	18775	10225
0.91	18775	3058
0.78	18775	3073
0.81	18775	3078
0.88	19143	19233
0.75	2493	1353
0.76	1942	18231
0.76	1942	16076
0.74	1942	9912
0.78	1942	16813
0.79	13282	10323
0.89	13282	13304
0.93	13282	13354
0.71	13282	9760
0.84	13282	1537
0.72	13282	9628
0.8	13282	10363
0.83	13282	10322
0.72	13282	9659
0.9	13282	10334
0.93	5873	6488
0.88	5873	21793
0.85	6730	6667
0.91	6730	6662
0.8	6730	9370
0.89	4914	5364
0.98	4914	4899
0.78	8206	753
0.83	8206	3185
0.96	8206	16229
0.85	8206	23778
0.98	8206	3181
0.92	8206	23222
0.98	20504	8801
0.95	20504	4707
0.79	12309	12306
0.78	12309	12164
0.96	11104	6338
0.81	17661	8807
0.92	17661	23306
0.91	22219	23441
0.9	22219	2899
0.93	22219	16249
0.96	716	2618
0.79	716	20267
0.71	716	16374
0.7	716	2992
0.85	716	6210
0.71	716	10546
0.75	716	5565
0.79	716	5934
0.93	716	12195
0.82	716	12067
0.83	716	15894
0.75	716	4554
0.86	716	6171
0.75	716	3423
0.7	716	19854
0.71	716	12681
0.87	716	7931
0.96	716	6125
0.74	716	7875
0.76	716	5644
0.82	716	6281
0.82	716	10698
0.74	716	3415
0.83	716	6322
0.85	716	6048
0.7	716	5507
0.88	716	9006
0.85	716	95
0.75	716	355
0.76	716	11904
0.78	716	9691
0.7	716	8406
0.86	716	6312
0.7	716	8408
0.77	716	20971
0.72	716	7957
0.8	716	19729
0.7	716	18787
0.82	7632	5608
0.83	7632	23691
0.79	7632	7793
0.71	7632	23677
0.9	17108	17080
0.85	20911	10129
0.99	15023	6412
0.99	15023	6385
0.99	15023	6394
0.97	15023	3531
0.93	8031	5100
0.79	72	2014
0.79	72	12007
0.92	6085	4856
0.73	13431	17637
0.83	13431	16009
0.79	13431	18175
0.76	21734	9425
0.88	21734	23591
0.74	8620	12120
0.77	8620	1507
0.73	8620	9995
1.0	8620	5020
0.7	8620	14949
0.76	8620	9646
0.8	8620	5623
0.76	8620	1763
0.76	8620	4764
0.77	8620	7939
0.76	8620	23151
0.88	8620	20826
0.8	8620	5897
0.77	8620	1605
0.8	8620	23580
0.8	8620	4459
0.77	8620	8920
0.87	8620	20829
0.84	8620	8280
0.82	8620	14578
0.99	8620	14476
0.99	8620	9457
0.85	8620	11740
0.95	19591	19608
0.96	15794	14140
0.9	15794	142
0.92	15794	2532
0.92	15794	15921
0.97	15794	15801
0.9	8952	8951
0.7	8952	10722
0.88	7942	9303
0.84	23022	4458
0.83	23022	15211
0.9	23022	5451
0.82	23022	5597
0.88	23022	15564
0.78	23022	20745
0.88	23022	8608
0.79	23022	5560
0.74	7540	8425
0.77	7540	13941
0.97	7540	7583
0.86	7540	6408
0.92	10094	1922
0.89	10094	10098
0.88	10094	4158
0.99	3839	7492
0.77	14049	20727
0.86	2941	4053
0.76	2941	1409
0.8	2941	18406
0.79	2941	3643
0.89	2941	15082
0.71	2941	10926
0.7	2941	8932
0.7	2941	659
0.73	2941	2169
0.7	2941	10332
0.87	2941	8826
0.78	2941	4161
0.7	2941	21148
0.72	2941	21814
0.95	2963	3030
0.91	2963	2996
0.71	8900	4072
0.72	8900	9784
0.7	8900	9779
0.92	16847	18023
0.93	16847	16846
0.99	1437	1416
0.72	1437	3934
0.98	1437	123
0.79	1437	559
